expression,reading,meaning,tags,guid
広げる,ひろげる,"늘리다, 늘이다",JLPT JLPT_2 JLPT_3,",acb]qNE)"
広める,ひろめる,넓히다,JLPT JLPT_2 JLPT_3,A(+H=R:mLS
品,ひん,기품,JLPT JLPT_2 JLPT_3,G((JK!Y$Y=
瓶,びん,병,JLPT JLPT_2 JLPT_3,s2SgOi7f``
便,びん,편,JLPT Genki_Ln.10 JLPT_3 JLPT_2 Genki,"hW&&,9z!hz"
ピン,ピン,핀,JLPT JLPT_2 JLPT_3,w[{)#&AAgf
不,ふ,"부-, 불-",JLPT JLPT_2 JLPT_3,DaVjdKEUb@
不,ぶ,"부-, 불-",JLPT JLPT_2 JLPT_3,xWoO+hKXb|
無,ぶ,무,JLPT JLPT_2 JLPT_3,"F0,T~)w`pd"
分,ぶ,푼,JLPT JLPT_2 JLPT_3,o4et&;Hn=[
不安,ふあん,불안,JLPT JLPT_2 JLPT_3,B.}P5XzBC<
風景,ふうけい,경관,JLPT JLPT_2 JLPT_3,K|bB_b5g2q
夫婦,ふうふ,부부,JLPT Genki_Ln.14 Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14 Genki,vE=+[H1Y=?
笛,ふえ,"호각, 호루라기",JLPT JLPT_2 JLPT_3,j~98+xAGu/
不可,ふか,불가,JLPT JLPT_2 JLPT_3,c4*Ann{K[p
深まる,ふかまる,깊어지다,JLPT JLPT_2 JLPT_3,nFYj_QbHY$
武器,ぶき,무기,JLPT JLPT_2 JLPT_3,"k{:ASZ}`4,"
拭く,ふく,씻다,JLPT JLPT_2 JLPT_3,C+1a]]!)6B
服装,ふくそう,옷매,JLPT JLPT_2 JLPT_3,zfH3Izi6=g
含む,ふくむ,함유하다,JLPT JLPT_2 JLPT_3,qU@`!oQ_~}
含める,ふくめる,포함시키다,JLPT JLPT_2 JLPT_3,Lp<OS_$:v^
袋,ふくろ,"포, 자루",JLPT JLPT_2 JLPT_3,fF&Fkk&[N(
不幸,ふこう,불행,JLPT JLPT_2 JLPT_3,n27gAU4MS<
節,ふし,"곡, 선율",JLPT JLPT_2 JLPT_3,meTR#p8LaO
無事,ぶじ,무사,JLPT JLPT_2 JLPT_3,c|X1eKToE(
不思議,ふしぎ,불가사의,JLPT JLPT_2 JLPT_3,i2aoaA[Rbt
不自由,ふじゆう,부자유,JLPT JLPT_2 JLPT_3,OXxKs56cIo
夫人,ふじん,부인,JLPT JLPT_2 JLPT_3,"L,Jr>b/Q=,"
婦人,ふじん,여성,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,MGNGYZeM?*
不正,ふせい,외도,JLPT JLPT_2 JLPT_3,J.&5HDb8II
防ぐ,ふせぐ,방어하다,JLPT JLPT_2 JLPT_3,O_+;lEJg#]
不足,ふそく,부족,JLPT JLPT_2 JLPT_3,Ip|9ih@[9P
舞台,ぶたい,무대,JLPT JLPT_2 JLPT_3,rkMf{ZSRD@
双子,ふたご,쌍둥이,JLPT JLPT_2 JLPT_3,Bb6Pii78=4
再び,ふたたび,다시금,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,C$(!v<U~%+
普段,ふだん,"일상생활에서, 보통, 일반적으로",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,scK7$1)*7n
縁,ふち,가장자리,JLPT JLPT_2 JLPT_3,Nc2^vNEcht
打つ,ぶつ,치다,JLPT JLPT_2 JLPT_3,rp}j9GjVWq
不通,ふつう,불통,JLPT JLPT_2 JLPT_3,qN|Fjh.;To
物価,ぶっか,물가,JLPT Genki_Ln.13 Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.6 Genki,ihU<14Ch9m
ぶつかる,ぶつかる,충돌하다,JLPT JLPT_2 JLPT_3,l|QjAIGc3_
ぶつける,ぶつける,~을 부딪히다; 던져 맞추다,JLPT JLPT_2 JLPT_3,F|EgJ%pFG_
物質,ぶっしつ,물질,JLPT JLPT_2 JLPT_3,Au^iDD.N(f
物理,ぶつり,물리,JLPT JLPT_2 JLPT_3,vOwM[uj*81
筆,ふで,붓,JLPT JLPT_2 JLPT_3,AAA2r[Yuck
ふと,ふと,"언뜻, 언뜻언뜻",JLPT JLPT_2 JLPT_3,ueC<>j12PB
部分,ぶぶん,부분,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,"iSJ`*:5M,+"
不平,ふへい,불평,JLPT JLPT_2 JLPT_3,xl2t9%M;*h
不満,ふまん,불만,JLPT JLPT_2 JLPT_3,I5+Cu{SM(2
増やす,ふやす,증가시키다,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,Ar(_{MW+^n
殖やす,ふやす,불리다,JLPT JLPT_2 JLPT_3,yaa{zbSv|8
プラス,プラス,플러스,JLPT JLPT_2 JLPT_3,IhKRA}1l&s
プラスチック,プラスチック,플라스틱,JLPT JLPT_2 JLPT_3,fkV!PD4#0R
プラン,プラン,계획,JLPT JLPT_2 JLPT_3,E)+h>:kQ+P
不利,ふり,불리,JLPT JLPT_2 JLPT_3,uWj1Y*sKn!
振る,ふる,흔들다,JLPT JLPT_2 JLPT_3,"re,?~GZ/4O"
震える,ふるえる,"떨다, 전율하다, 후들거리다",JLPT JLPT_2 JLPT_3,"E(?h_-A^M,"
ブレーキ,ブレーキ,브레이크,JLPT JLPT_2 JLPT_3,J$]6GJ*G:F
触れる,ふれる,저촉하다,JLPT JLPT_2 JLPT_3,GdRl?vrR-7
プロ,プロ,프로,JLPT JLPT_2 JLPT_3,r@c|.GwEZG
分,ぶん,-분,JLPT JLPT_2 JLPT_3,B<D}`v5/5#
文,ぶん,문장,JLPT JLPT_2 JLPT_3,rA-6gilLFb
雰囲気,ふんいき,분위기,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,u~WAeLx^(1
分析,ぶんせき,분석,JLPT JLPT_2 JLPT_3,BW:70ufQAS
文明,ぶんめい,문명,JLPT JLPT_2 JLPT_3,sa[`h{Q=[9
分野,ぶんや,분야,JLPT JLPT_2 JLPT_3,H9@l-COvuo
塀,へい,담벼락,JLPT JLPT_2 JLPT_3,b`Q#tC3%LL
平均,へいきん,평균,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5,"Ipp8-,$Ihp"
平和,へいわ,평화,JLPT JLPT_2 JLPT_3,pDR:k1Uvab
別に,べつに,"달리, 따로",JLPT JLPT_2 JLPT_3,N>j!Oh:%5^
減らす,へらす,감하다,JLPT JLPT_2 JLPT_3,L|9vM+.g[_
減る,へる,줄다,JLPT JLPT_2 JLPT_3,M^Mg^hFF~i
ベルト,ベルト,벨트,JLPT JLPT_2 JLPT_3,GTcb.}|Giw
変化,へんか,변화,JLPT JLPT_2 JLPT_3,j9UWX/@2ih
ペンキ,ペンキ,페인트,JLPT JLPT_2 JLPT_3,DLO8LLG3|x
変更,へんこう,변경,JLPT JLPT_2 JLPT_3,bB&QqdWqmy
ベンチ,ベンチ,벤치,JLPT JLPT_2 JLPT_3,"l,WHbG]2JH"
弁当,べんとう,도시락,JLPT JLPT_2 JLPT_3,zNBqv(&}s^
方,ほう,쪽,JLPT JLPT_2 JLPT_3,gma?L!#ps{
法,ほう,법,JLPT JLPT_2 JLPT_3,okCQ@hxlIS
棒,ぼう,막대기,JLPT JLPT_2 JLPT_3,funENr~TQC
冒険,ぼうけん,모험,JLPT JLPT_2 JLPT_3,Fyl;77x&X*
方向,ほうこう,방향,JLPT JLPT_2 JLPT_3,QgNti^#[oD
報告,ほうこく,보고,JLPT JLPT_2 JLPT_3,y4Y?|#~uOX
宝石,ほうせき,보석,JLPT JLPT_2 JLPT_3,Dj6XgRBu}x
包装,ほうそう,겉포장,JLPT JLPT_2 JLPT_3,Otsl}ZzWXb
豊富,ほうふ,윤택,JLPT JLPT_2 JLPT_3,Cs6%u[Qn0$
方法,ほうほう,방법,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,isN8<2KrA#
方々,ほうぼう,여기저기,JLPT JLPT_2 JLPT_3,wl^OUsh)0d
訪問,ほうもん,방문,JLPT JLPT_2 JLPT_3,hsC[X6BGUF
吠える,ほえる,"짖다, 우짖다",JLPT JLPT_2 JLPT_3,r$WR%olfa6
ボーイ,ボーイ,보이,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.6,Im8]7VT7{#
ボート,ボート,보트,JLPT JLPT_2 JLPT_3,xMp/lL<RR-
ホーム,ホーム,홈,JLPT JLPT_2 JLPT_3,EyGV_xL&38
ボール,ボール,"공, 볼",JLPT JLPT_3 JLPT_2 Genki_Ln.22 Genki,CO}gO)BA1a
他,ほか,"딴것, 딴곳[데]; 그 밖, 이외, ...을 제하고",JLPT JLPT_2 JLPT_3,vw>|`^Bt^u
誇り,ほこり,"긍지, 자긍심",JLPT JLPT_2 JLPT_3,yj*)/<J;Jj
埃,ほこり,먼지,JLPT JLPT_2 JLPT_3,AO.~g!:dGf
保証,ほしょう,보증,JLPT JLPT_2 JLPT_3,oroU@#(;}/
保存,ほぞん,보존,JLPT JLPT_2 JLPT_3,hSWOh8}x1v
歩道,ほどう,보도,JLPT JLPT_2 JLPT_3,oWq+gh5t1f
仏,ほとけ,돌부처,JLPT JLPT_2 JLPT_3,r;K:#?B1W_
骨,ほね,뼈다귀,JLPT JLPT_2 JLPT_3,F)(n<tky^7
炎,ほのお,불꽃,JLPT JLPT_2 JLPT_3,td^&#ApIPe
頬,ほほ,뺨,JLPT JLPT_2 JLPT_3,MW?sJAMVg:
頬,ほお,뺨,JLPT JLPT_2 JLPT_3,eOL%=W-J#7
ほぼ,ほぼ,거의,JLPT JLPT_2 JLPT_3,d^=kc;gm+o
微笑む,ほほえむ,미소하다,JLPT JLPT_2 JLPT_3,wVB=qNZz4J
堀,ほり,"해자, 수로",JLPT JLPT_2 JLPT_3,FxbDaPc9#x
濠,ほり,"해자, 도랑",JLPT JLPT_2 JLPT_3,tU(_Pmvb9R
本当,ほんと,"사실, 진실, 정말임",JLPT JLPT_2 JLPT_3,b&f5kLt[Ac
本人,ほんにん,본인,JLPT JLPT_2 JLPT_3,I0[E+qY%jw
本物,ほんもの,진품,JLPT JLPT_2 JLPT_3,yGED#ay|.7
ぼんやり,ぼんやり,어슴푸레,JLPT JLPT_2 JLPT_3,Bu_{)ZzPr#
間,ま,집칸,JLPT JLPT_2 JLPT_3,_MKZD^wW5
まあ,まあ,"어머, 어머머",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,gK]=+G-`a3
マーケット,マーケット,시장,JLPT JLPT_2 JLPT_3,"z,Yj6>]ZS]"
マイク,マイク,마이크,JLPT JLPT_2 JLPT_3,r0v`jqD@%T
迷子,まいご,미아,JLPT JLPT_2 JLPT_3,FT#CRKr^or
マイナス,マイナス,마이너스,JLPT JLPT_2 JLPT_3,d7Qaj7)8Wq
任せる,まかせる,넘기다,JLPT JLPT_2 JLPT_3,L[Sv^|TveX
巻く,まく,감다,JLPT JLPT_2 JLPT_3,bZ[[^glA1W
蒔く,まく,씨를 뿌리다,JLPT JLPT_2 JLPT_3,H=Zk$-##fv
撒く,まく,뿌리다,JLPT JLPT_2 JLPT_3,elIwgF9#tO
幕,まく,"휘장, 막",JLPT JLPT_2 JLPT_3,p/poyGf`R=
負け,まけ,패배,JLPT JLPT_2 JLPT_3,Gm;-Q!$V98
孫,まご,손주,JLPT JLPT_2 JLPT_3,IHHk^Ab_ve
まさか,まさか,"아무리, 웬걸",JLPT JLPT_2 JLPT_3,M*J/_!BP[F
まさに,まさに,가히,JLPT JLPT_2 JLPT_3,PW-SB}B+g9
混ざる,まざる,섞이다,JLPT JLPT_2 JLPT_3,r;?[!)ts`(
交ざる,まざる,섞이다,JLPT JLPT_2 JLPT_3,4K$w~U;He
混じる,まじる,섞이다,JLPT JLPT_2 JLPT_3,"d#EkI,dbkR"
交じる,まじる,섞이다,JLPT JLPT_2 JLPT_3,Ek]^@FM&X:
増す,ます,"늘다, 늘리다",JLPT JLPT_2 JLPT_3,igA/Wx5uJY
貧しい,まずしい,"빈곤하다, 빈약하다",JLPT JLPT_2 JLPT_3,yhxCEWNSqv
マスター,マスター,"마스터, 석사",JLPT JLPT_2 JLPT_3,wPc=w@;W9x
ますます,ますます,"날로, 더욱더욱",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9,tuWAGYc>]J
混ぜる,まぜる,섞다,JLPT JLPT_2 JLPT_3,J@;szQ>5H7
交ぜる,まぜる,섞다,JLPT JLPT_2 JLPT_3,PxviWu8b^f
街,まち,"거리, 길거리",JLPT JLPT_2 JLPT_3,HfD?AV.2#Q
間違い,まちがい,실수,JLPT Genki_Ln.19 JLPT_3 JLPT_2 Genki,BDS-:};NM$
松,まつ,소나무,JLPT JLPT_2 JLPT_3,q{u(t.GeD(
真っ赤,まっか,새빨갛다,JLPT JLPT_2 JLPT_3,NaIP;.$n/b
全く,まったく,"통, 말짱",JLPT JLPT_2 JLPT_3,N~j_lRE~H>
祭,まつり,제사,JLPT JLPT_2 JLPT_3,b~w=W0;TL7
まとまる,まとまる,통일되다,JLPT JLPT_2 JLPT_3,x(|HBhj.8
まとめる,まとめる,아우르다,JLPT JLPT_2 JLPT_3,iFaV|KCNxw
学ぶ,まなぶ,배우다,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,E-![dvkug}
真似,まね,시늉,JLPT JLPT_2 JLPT_3,Ha/*s9C{]A
招く,まねく,초대하다,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,rQ0-*9mHkN
まぶしい,まぶしい,눈부시다,JLPT JLPT_2 JLPT_3,JQkYs:8mnj
柵,さく,"울타리, 담장",JLPT_1 JLPT JLPT_3,y#vU&Fd{*`
裂ける,さける,"쪼개지다, 쪼개어지다",JLPT_1 JLPT JLPT_3,duhUDkU~WK
裁く,さばく,판가름하다,JLPT_1 JLPT JLPT_3,xRke1sza<m
酸化,さんか,산화,JLPT_1 JLPT JLPT_3,D1MP^#_z1B
死,し,죽음,JLPT_1 JLPT JLPT_3,t06OltNZyD
資格,しかく,자격,JLPT_1 JLPT JLPT_3,wi++wC}pSU
視覚,しかく,시각,JLPT_1 JLPT JLPT_3,E=/?Opn_[&
指揮,しき,지휘,JLPT_1 JLPT JLPT_3,I~OJZxTkqT
磁気,じき,자성,JLPT_1 JLPT JLPT_3,"c,aD*!!MOk"
磁器,じき,자기,JLPT_1 JLPT JLPT_3,Q82E>*!xNX
自己,じこ,"자체, 자체적",JLPT_1 JLPT JLPT_3,:az?1DOih
字体,じたい,"글꼴, 글자체",JLPT_1 JLPT JLPT_3,jz(I1Q*KVQ
辞退,じたい,사퇴,JLPT_1 JLPT JLPT_3,s^yuvY0jMN
視点,してん,시각,JLPT_1 JLPT JLPT_3,"fg,X`JJ|Co"
脂肪,しぼう,지방,JLPT_1 JLPT JLPT_3,z48jHbiC_$
志望,しぼう,"지망, 지원",JLPT_1 JLPT JLPT_3,r-E-GUEXsY
衆,しゅう,"무리, 대중",JLPT_1 JLPT JLPT_3,rXpmbk8=bE
住,じゅう,"거주, 주거",JLPT_1 JLPT JLPT_3,Gr~DDJR6l}
修飾,しゅうしょく,수식,JLPT_1 JLPT JLPT_3,O}Nr9R^}M5
私用,しよう,"사적인 용무, 개인 용도",JLPT_1 JLPT JLPT_3,BnE{ivc`n=
仕様,しよう,"방법, 수단; 사양",JLPT_1 JLPT JLPT_3,oE!*S&aFqD
情,じょう,"정, 감정",JLPT_1 JLPT JLPT_3,bl3-{=5!X[
生涯,しょうがい,생애,JLPT_1 JLPT JLPT_3,Pie[%Re:m6
上司,じょうし,"상관, 상사",JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.9,u|7SjLmC*W
正体,しょうたい,"본체, 실체",JLPT_1 JLPT JLPT_3,PK*KgnJaC
照明,しょうめい,조명,JLPT_1 JLPT JLPT_3,D&z&8>sgOU
女史,じょし,여사,JLPT_1 JLPT JLPT_3,"b7C,wG{C22"
助詞,じょし,조사,JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.13,"MG<?XdN0,Z"
ショック,ショック,쇼크,JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.4,Od5f@HtWc-
進行,しんこう,진행,JLPT_1 JLPT JLPT_3,i:ZPt9q4?b
新興,しんこう,신흥,JLPT_1 JLPT JLPT_3,e=XTe9$}W6
振興,しんこう,진흥,JLPT_1 JLPT JLPT_3,w.^ogJW1(4
申告,しんこく,신고,JLPT_1 JLPT JLPT_3,bpPy/Tdvi5
真理,しんり,진리,JLPT_1 JLPT JLPT_3,o~g13?^$If
水洗,すいせん,물세탁,JLPT_1 JLPT JLPT_3,uGMalIYW7L
ストレス,ストレス,스트레스,JLPT_1 JLPT JLPT_3,.v(A*gC%Q
擦る,する,문지르다,JLPT_1 JLPT JLPT_3,BR[lU_Z<4K
正規,せいき,정규,JLPT_1 JLPT JLPT_3,qB)0/c?(Sj
精巧,せいこう,정교한,JLPT_1 JLPT JLPT_3,O4>$NE8IPr
精算,せいさん,정산,JLPT_1 JLPT JLPT_3,ovctUT)$>z
成年,せいねん,성년,JLPT_1 JLPT JLPT_3,xePq0XBgP_
声明,せいめい,성명,JLPT_1 JLPT JLPT_3,B$[eh>:mkl
姓名,せいめい,성명,JLPT_1 JLPT JLPT_3,C]0w+PhetE
生理,せいり,생리,JLPT_1 JLPT JLPT_3,f73PQXWx7=
節,せつ,절,JLPT_1 JLPT JLPT_3,oxQV.29qE;
膳,ぜん,상,JLPT_1 JLPT JLPT_3,p1wC]g~$`W
禅,ぜん,선(불교),JLPT_1 JLPT JLPT_3,iyz0<Gw>w^
選挙,せんきょ,선거,JLPT JLPT_1 JLPT_3 Genki_Ln.23 Genki,"E:w+vZ=[*,"
先行,せんこう,선행,JLPT_1 JLPT JLPT_3,H}S`T5a4|Z
選考,せんこう,전형,JLPT_1 JLPT JLPT_3,f>TTKs[_O7
相,そう,어소의 하나,JLPT_1 JLPT JLPT_3,"uspMV-,ze1"
沿う,そう,"따라가다, 따르다",JLPT_1 JLPT JLPT_3,p/frNLfSx`
添う,そう,부응하다,JLPT_1 JLPT JLPT_3,hF`[B^>-hS
僧,そう,불승,JLPT_1 JLPT JLPT_3,yw]w|=zm=s
像,ぞう,상,JLPT_1 JLPT JLPT_3,nI=^X@DZIN
捜査,そうさ,수사,JLPT_1 JLPT JLPT_3,"uDX,}/x@{/"
操縦,そうじゅう,조종,JLPT_1 JLPT JLPT_3,M>/Rq`boN-
創造,そうぞう,창조,JLPT_1 JLPT JLPT_3,"dp,2/)bOJR"
隊,たい,"대, 부대",JLPT_1 JLPT JLPT_3,oOV`L+=72#
退学,たいがく,자퇴,JLPT_1 JLPT JLPT_3,A4yM&A#+4L
タイトル,タイトル,"타이틀, 제목",JLPT_1 JLPT JLPT_3,C>q:RF*.r8
ダウン,ダウン,오리털,JLPT_1 JLPT JLPT_3,P@qEmViSUu
高まる,たかまる,높아지다,JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.14,p=9SjD]i]q
断つ,たつ,끊다,JLPT_1 JLPT JLPT_3,P?^bp-(y]k
盾,たて,방패,JLPT_1 JLPT JLPT_3,ol51jAu^|h
例え,たとえ,예; 비록,JLPT_1 JLPT JLPT_3,vD1pJmAKj2
チャイム,チャイム,벨 소리,JLPT_1 JLPT JLPT_3,MQLqaV0IiT
挑戦,ちょうせん,도전,JLPT_1 JLPT JLPT_3,Fo2(&vWuR<
治療,ちりょう,치료,JLPT_1 JLPT JLPT_3,yw{9Y;C!G/
対,つい,짝,JLPT_1 JLPT JLPT_3,C;9I#$4SFJ
接ぐ,つぐ,잇다,JLPT_1 JLPT JLPT_3,iNY(7WR;G%
継ぐ,つぐ,"잇다, 계승하다",JLPT_1 JLPT JLPT_3,L=(nKj-342
摘む,つむ,따다,JLPT_1 JLPT JLPT_3,F?B0wE`T~h
露,つゆ,이슬,JLPT_1 JLPT JLPT_3,nf%]9K}w$o
強まる,つよまる,거세지다,JLPT_1 JLPT JLPT_3,"c,02yf|3E;"
強める,つよめる,"강화하다, 강조하다",JLPT_1 JLPT JLPT_3,r51ril#).:
データ,データ,데이터,JLPT_1 JLPT JLPT_3,mIV8F#]3m7
デザイン,デザイン,디자인,JLPT_1 JLPT JLPT_3,L|t?~XL)K}
デザート,デザート,디저트,JLPT_1 JLPT JLPT_3,bL1L]V?.Fr
転校,てんこう,전학,JLPT_1 JLPT JLPT_3,OJyP}KWKG|
伝言,でんごん,메시지,JLPT_1 JLPT JLPT_3,GvqvJ@T>v!
と,と,"~와·과, 그리고",JLPT_1 JLPT JLPT_3,M:Axq>|(Kg
問う,とう,따지다,JLPT_1 JLPT JLPT_3,liQ|$R<T6G
棟,とう,(지붕의) 용마루,JLPT_1 JLPT JLPT_3,DbAa])9/F(
倒産,とうさん,도산,JLPT_1 JLPT JLPT_3,z@^@3D{^xO
同士,どうし,-끼리,JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.9,LZ;*se^02u
同志,どうし,동지,JLPT_1 JLPT JLPT_3,hK!%#l^Nm>
当然,とうぜん,당연,JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.15,cz-NMt}<Am
動揺,どうよう,동요,JLPT_1 JLPT JLPT_3,A!=y9>sh0L
説く,とく,설명하다,JLPT_1 JLPT JLPT_3,oUk1CBesl;
綴じる,とじる,철하다,JLPT_1 JLPT JLPT_3,]ZHD4IQ@J
供,とも,윗사람을 따라가는 사람,JLPT_1 JLPT JLPT_3,sml:7Y1}f0
並,なみ,"중간 (예: 음식 제공량, 품질, 가격 등), 보통의",JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.6,w_{us|Bt(V
慣らす,ならす,길들이다,JLPT_1 JLPT JLPT_3,KYq0Q{!HJ_
馴らす,ならす,적응시키다,JLPT_1 JLPT JLPT_3,OBi-;rN&v.
難,なん,-난,JLPT_1 JLPT JLPT_3,HB%n)kg>!j
音,ね,소리,JLPT_1 JLPT JLPT_3,m2~M4cm)mU
年鑑,ねんかん,연감,JLPT_1 JLPT JLPT_3,i1+!b-Tw6h
脳,のう,"골, 뇌",JLPT_1 JLPT JLPT_3,GA>&i45J`=
臨む,のぞむ,"면하다, 임하다",JLPT_1 JLPT JLPT_3,KS-n)JUr1X
肺,はい,폐,JLPT_1 JLPT JLPT_3,NQ;dD{HA.l
～敗,はい,패,JLPT_1 JLPT JLPT_3,Jfw=ThK<1_
映える,はえる,빛나다,JLPT_1 JLPT JLPT_3,c_<of-R32q
諮る,はかる,"자문하다, 상의하다",JLPT_1 JLPT JLPT_3,zH?Q%7Y|:s
図る,はかる,꾀하다,JLPT_1 JLPT JLPT_3,oSV1hDA!z4
生やす,はやす,기르다,JLPT_1 JLPT JLPT_3,yqCGb?6_?M
班,はん,"패, 반",JLPT_1 JLPT JLPT_3,oiqC3{QOR3
判,はん,도장,JLPT_1 JLPT JLPT_3,"FxD*L0,Q6x"
版,はん,판,JLPT_1 JLPT JLPT_3,wusB`V9s1U
碑,ひ,비,JLPT_1 JLPT JLPT_3,Kaa{nE*EBz
非行,ひこう,비행,JLPT_1 JLPT JLPT_3,E<wpvtAJG)
票,ひょう,표,JLPT_1 JLPT JLPT_3,"i*<L4C^,UW"
広まる,ひろまる,퍼지다,JLPT_1 JLPT JLPT_3,c8ONuWuz#:
深める,ふかめる,다지다,JLPT_1 JLPT JLPT_3,c0BKoo3/`
福,ふく,복,JLPT_1 JLPT JLPT_3,m_8f-@p-oN
振り,ふり,"모양, 태도; 척함",JLPT_1 JLPT JLPT_3,Cb|X]Z#30A
経る,へる,지나다,JLPT_1 JLPT JLPT_3,"xYI,72?]/M"
保護,ほご,보호,JLPT_1 JLPT JLPT_3,P&2:@t7Bp.
保障,ほしょう,보장,JLPT_1 JLPT JLPT_3,ge$.nEK~0J
補償,ほしょう,보상,JLPT_1 JLPT JLPT_3,n@O).>E`E!
ほっと,ほっと,한숨 놓는 모양,JLPT_1 JLPT JLPT_3,IA36R!IvOE
前もって,まえもって,"미리, 미리미리",JLPT_1 JLPT JLPT_3,wlgn+RR?9d
膜,まく,막,JLPT_1 JLPT JLPT_3,eczkIybUVQ
マスコミ,マスコミ,매스컴,JLPT_1 JLPT JLPT_3,c~yMgKSxj{
股,また,"가랑이, 샅",JLPT_1 JLPT JLPT_3,M~8AlqEF!|
末,まつ,"어간의 하나; 어떤 기간의 끝, 말",JLPT_1 JLPT JLPT_3,c](L`Ctg(*
マッサージ,マッサージ,마사지,JLPT_1 JLPT JLPT_3,CIT-/$8F-&
見掛ける,みかける,(지나가다가) 발견하다,JLPT_1 JLPT JLPT_3,x5#*oa=f1j
捲る,めくる,넘기다,JLPT_1 JLPT JLPT_3,iY1_V_W5ZM
メッセージ,メッセージ,메시지,JLPT_1 JLPT JLPT_3,DIKKB*kyMZ
野党,やとう,야당,JLPT_1 JLPT JLPT_3,L$j=XCFoNq
優,ゆう,우,JLPT_1 JLPT JLPT_3,J%>HVQ7M=`
有機,ゆうき,유기,JLPT_1 JLPT JLPT_3,m7Y{=QxsB-
世,よ,세상,JLPT_1 JLPT JLPT_3,E|]o*tNk82
良い,よい,"예쁘다, 이쁘다",JLPT_1 JLPT JLPT_3,zu]*YPRXMm
予想,よそう,"기대, 예상, 기대치",JLPT_1 JLPT JLPT_3,E0D`K(E!7;
弱まる,よわまる,"약해지다, 수척해지다, 낙담하다",JLPT_1 JLPT JLPT_3,tRU<avrq6-
弱める,よわめる,줄이다,JLPT_1 JLPT JLPT_3,n@|3sdAzme
ラベル,ラベル,라벨,JLPT_1 JLPT JLPT_3,Ni5Si{<X/E
ルール,ルール,규칙,JLPT_1 JLPT JLPT_3,J<OIlv-=I*
枠,わく,"테, 테두리",JLPT_1 JLPT JLPT_3,l.gbfy2Op+
表示,ひょうじ,표시,JLPT_3,l:pB4J:<:X
踏む,ふむ,밟다,JLPT JLPT_N4,MD)?c2/f%j
～区,～く,구,JLPT JLPT_N4,jyNlO!<_rh
すっと,すっと,"쓱, 죽",JLPT JLPT_N4,k|7>>bJ_;p
盗む,ぬすむ,훔치다,Genki Genki_Ln.21 JLPT JLPT_N4,yRRr.o{S!G
大抵,たいてい,대저,Genki Genki_Ln.3 JLPT JLPT_N4,F4RWhn9KV7
とうとう,とうとう,드디어,JLPT JLPT_N4,b~a!BAlss]
ガソリン,ガソリン,휘발유,Genki Genki_Ln.21 JLPT JLPT_N4,DtjnF2f-}S
鳴る,なる,울리다,Intermediate_Japanese_Ln.2 JLPT JLPT_N4,N2XM.u#*9T
しっかり,しっかり,"꿋꿋이, 든든히",JLPT JLPT_N4,s1@<ogH]|l
生きる,いきる,살다,JLPT JLPT_N4,PsYPR<^eS}
苦い,にがい,쓰다,JLPT JLPT_N4,s7onh_qmu>
沸く,わく,끓다,JLPT JLPT_N4,PG:x_[8:n{
意見,いけん,생각,JLPT JLPT_N4,rm|oi`$1Dg
やはり; やっぱり,やはり; やっぱり,"역시, 예상대로",JLPT JLPT_N4,uKv@@b~bnv
漫画,まんが,만화책,Genki Genki_Ln.14 JLPT JLPT_N4,l|R^YmR+|c
ステレオ,ステレオ,스테레오,JLPT JLPT_N4,j)<hxBenH^
医学,いがく,의학,JLPT JLPT_N4,j>$AcgpmMe
テキスト,テキスト,텍스트,JLPT JLPT_N4,tNueVeWq/i
