expression,reading,meaning,tags,guid
早速,さっそく,"바로, 바로바로",JLPT JLPT_2,rf6~4qt=M6
錆,さび,녹,JLPT JLPT_2,d#S^BY##3K
錆びる,さびる,녹슬다,JLPT JLPT_2,C(}#^wxuf~
座布団,ざぶとん,방석,JLPT JLPT_2,gUF`H{-)g*
妨げる,さまたげる,방해하다,JLPT JLPT_2,G7Hja9s=#I
さようなら,さようなら,"안녕히 가세요, 안녕",JLPT JLPT_2,C7QcXl{kSl
サラリーマン,サラリーマン,월급쟁이,Genki_Ln.17 JLPT JLPT_2 Genki,u[I9*22.YA
騒がしい,さわがしい,시끌벅적하다,JLPT JLPT_2,&bX;1oe0.
さわやか,さわやか,"신선한, 상쾌한",JLPT JLPT_2,b-&ZHIB(b]
三角,さんかく,삼각,JLPT JLPT_2,g[NvO}S(1/
算数,さんすう,산술,JLPT JLPT_2,Lv{*x9Ct]q
酸性,さんせい,산성,JLPT JLPT_2,#NAME?
産地,さんち,산지,JLPT JLPT_2,kpOhDuN0^l
サンプル,サンプル,"견본, 견본품",JLPT JLPT_2,qFsr;i5_z<
山林,さんりん,산림,JLPT JLPT_2,LBW4R6~{r}
シーズン,シーズン,시즌,JLPT JLPT_2,IARwo(E^_$
シーツ,シーツ,시트,JLPT JLPT_2,tb>Ty8@c:P
仕上がる,しあがる,마무리되다,JLPT JLPT_2,L*U(LWwN%j
明明後日,しあさって,글피,JLPT JLPT_2,p^=QyTJ7@c
寺院,じいん,사원,JLPT JLPT_2,w+~OO%V(dB
しいんと (する),しいんと (する),쥐 죽은 듯 조용히,JLPT JLPT_2,GmX&j]f:`Y
自衛,じえい,자기 방어,JLPT JLPT_2,Fd@~(E2C4&
塩辛,しおから,짠맛,JLPT JLPT_2,r[SoJ]i|V1
塩辛い,しおからい,"짜다, 짭짜름하다",JLPT JLPT_2,KK5?3S-Og)
司会,しかい,"사회, 진행자",JLPT JLPT_2,"gh[FPAuk7,"
しかく しかくい,しかく しかくい,"사각형, 네모",JLPT JLPT_2,cVBHdh5c]d
四角い,しかくい,네모반듯하다,JLPT JLPT_2,liXo^C-VTz
仕方がない,しかたがない,"부득이하다, 만부득이하다",JLPT JLPT_2,cRtc^s*^ci
時間割,じかんわり,시간표,JLPT JLPT_2,mSn8*?kmA+
四季,しき,사계절,JLPT JLPT_2,j=w0weSQi)
敷地,しきち,부지,JLPT JLPT_2,t=sgg6orFn
敷く,しく,깔다,JLPT JLPT_2,hY&B~>la@q
茂る,しげる,우거지다,JLPT JLPT_2,y~9GLud1<c
持参,じさん,지참,JLPT JLPT_2,uJOaLu{Ti(
磁石,じしゃく,자석,JLPT JLPT_2,e]r5-RFRmm
四捨五入,ししゃごにゅう,반올림,JLPT JLPT_2,w6=>W+1pkD
始終,しじゅう,내내,JLPT JLPT_2,HB8Y[u1tjN
自習,じしゅう,자습,JLPT JLPT_2 Intermediate_Japanese_Ln.13 Intermediate_Japanese,iZw[Yfn@{a
静まる,しずまる,가라앉다,JLPT JLPT_2,A~fP.]oCg-
姿勢,しせい,"태도, 자세",JLPT JLPT_2,lp[GD#kfJS
自然科学,しぜんかがく,자연 과학,JLPT JLPT_2,w27iZU{YJD
時速,じそく,시속,JLPT JLPT_2,q>FyJWeavm
子孫,しそん,자손,JLPT JLPT_2,egUI-y7^J$
死体,したい,시체,JLPT JLPT_2,O;LU1cw%r-
下書き,したがき,초안,JLPT JLPT_2,y{OC~2tpj{
自宅,じたく,자택,Intermediate_Japanese_Ln.5 JLPT JLPT_2 Intermediate_Japanese,y~_1oOR=)i
下町,したまち,"서민가, 구시가지",JLPT JLPT_2,tyOH?ReUJ?
自治,じち,자치,JLPT JLPT_2,oaY@jv0[<m
室～,しつ～,실,JLPT JLPT_2,D1_T8l(@L#
実感,じっかん,실감,JLPT JLPT_2,wrZR3pRs]d
湿気,しっき,습기,JLPT JLPT_2,"E,5F1zc&nb"
しつこい,しつこい,"끈질긴, 완고한",JLPT JLPT_2,cl$L-`(2=_
実習,じっしゅう,실습,JLPT JLPT_2,Q?<8X`Y6`0
実績,じっせき,실적,JLPT JLPT_2,PTJ&0rneJs
湿度,しつど,습도,JLPT JLPT_2,i$wXV&h<e~
執筆,しっぴつ,글쓰기,JLPT JLPT_2,d&KI~[gCB*
実物,じつぶつ,실물,Intermediate_Japanese_Ln.6 JLPT_2 JLPT Intermediate_Japanese,fJhH*-i=?2
しっぽ,しっぽ,꼬리,JLPT JLPT_2,p%JPLRsrQ5
実用,じつよう,실용,JLPT JLPT_2,P$.|MnAuqw
実力,じつりょく,실력,JLPT JLPT_2,N8N^f(x7A}
実例,じつれい,실례,JLPT JLPT_2,ewdd$MkDp/
しつれいしました (かん),しつれいしました (かん),실례합니다. 죄송합니다.,JLPT JLPT_2,x&i%T@U%I?
失恋,しつれん,실연,JLPT JLPT_2,HeXichFW(h
指定,してい,지정,JLPT JLPT_2,LeO/O}WHQF
私鉄,してつ,"사유 철도, 민영 철도",JLPT JLPT_2,c~zLGStXx;
児童,じどう,어린이,JLPT JLPT_2,"e,|tEbv]Zq"
縛る,しばる,묶다,JLPT JLPT_2,u<vp]tuxC:
地盤,じばん,지반,JLPT JLPT_2,"w,S*6c4+}g"
しびれる,しびれる,"저리다, 마비되다",JLPT JLPT_2,fFBvw=J;Al
紙幣,しへい,지폐,JLPT JLPT_2,"OV<,Z6HPYF"
しぼむ,しぼむ,"시들다, 오므라들다",JLPT JLPT_2,rQV|ihDTH/
萎む,しぼむ,"오므라들다, 쪼그라들다",JLPT JLPT_2,nNiS0>eZP6
絞る,しぼる,쥐어짜다,JLPT JLPT_2,H^H!^blNEc
縞,しま,줄무늬,JLPT JLPT_2,O7bnFhR1.s
地味,じみ,수수함,JLPT JLPT_2,LT>0so`a$T
しみじみ,しみじみ,"절실히, 곰곰이",JLPT JLPT_2,e8*+SqN?3E
氏名,しめい,"성명, 이름",JLPT JLPT_2,i423XMuGh3
締切,しめきり,마감; 마감 날짜,JLPT JLPT_2 Intermediate_Japanese Intermediate_Japanese_Ln.3,L=ve:1mZw7
締め切り,しめきり,마감,JLPT JLPT_2,Md1`kIU$)u
締め切る,しめきる,마감하다,JLPT JLPT_2,G!n|7FGUeD
しめた (かん),しめた (かん),"됐다!, 잘됐다!",JLPT JLPT_2,"zl!oUL,zds"
しめる,しめる,"축축해지다, 눅눅해지다, 우울해지다",JLPT JLPT_2,B-RIGx{n6t
地面,じめん,"땅, 맨땅",JLPT JLPT_2,sKB=F~Okr&
ジャーナリスト,ジャーナリスト,언론인,JLPT JLPT_2,"J*kn.#JF,]"
社会科学,しゃかいかがく,사회 과학,JLPT JLPT_2,k09..p/K:$
しゃがむ,しゃがむ,쭈그리다,JLPT JLPT_2,oIYnDS)YJi
蛇口,じゃぐち,수도꼭지,JLPT JLPT_2,zRkqq!QHkN
弱点,じゃくてん,허점,JLPT JLPT_2,H/[LFJ:IvA
車庫,しゃこ,"차고, 차고지",JLPT JLPT_2,lE^9nzt^2-
車掌,しゃしょう,차장,JLPT JLPT_2,b.n4^BFEbO
写生,しゃせい,"사생, 실물 스케치",JLPT JLPT_2,C+dKrz0lC&
社説,しゃせつ,사설,JLPT JLPT_2,OPZsh9XL6-
しゃっくり,しゃっくり,딸꾹질,JLPT JLPT_2,yp$Z>Vh|zo
シャッター,シャッター,셔터,JLPT JLPT_2,KMNzQgzh26
しゃぶる,しゃぶる,빨다,JLPT JLPT_2,yZO~f#ZDsc
車輪,しゃりん,바퀴,JLPT JLPT_2,w^RM.{Q-65
洒落,しゃれ,"우스갯말, 우스갯소리",JLPT JLPT_2,FiN|9?=c;o
じゃんけん,じゃんけん,가위바위보,JLPT JLPT_2,"r[@>bl*,N."
重～,じゅう～,중-,JLPT JLPT_2,"j{}Q,b8AUe"
集会,しゅうかい,집회,JLPT JLPT_2,FB%)C]f(i:
住居,じゅうきょ,주택,JLPT JLPT_2,dv!To}OFLp
集金,しゅうきん,수금,JLPT JLPT_2,vqI&vRYrZz
集合,しゅうごう,집합,JLPT JLPT_2,QQkx-.?$px
習字,しゅうじ,"습자, 붓글씨 연습",JLPT JLPT_2,DHN{BIzy9J
修繕,しゅうぜん,수선,JLPT JLPT_2,8Hn$K(/y&
重体,じゅうたい,중태,JLPT JLPT_2,eGoKd/:^C0
じゅうたん (カーペット),じゅうたん (カーペット),카펫,JLPT JLPT_2,wuSQ.Es4!<
終点,しゅうてん,종점,JLPT JLPT_2,yoA+}ku9{T
重点,じゅうてん,중점,JLPT JLPT_2,m03VNo)9t$
就任,しゅうにん,취임,JLPT JLPT_2,HtcOE.Q|y4
周辺,しゅうへん,주변,JLPT JLPT_2,hN?qSe;l/I
重役,じゅうやく,중역,JLPT JLPT_2,nHZ3{$.oV6
終了,しゅうりょう,종료,JLPT_1 JLPT JLPT_2,bv?qBa-JLm
重量,じゅうりょう,중량,JLPT JLPT_2,L@e.0E4LTG
重力,じゅうりょく,중력,JLPT JLPT_2,p;B+5;@b>T
熟語,じゅくご,숙어,JLPT JLPT_2,JfoRe)yOPp
祝日,しゅくじつ,경축일,JLPT JLPT_2,k6tGq~h4+p
縮小,しゅくしょう,축소,JLPT JLPT_2,A;W|R`P$FY
受験,じゅけん,수험,JLPT JLPT_2,h]:z)|nWsb
主語,しゅご,주어,JLPT JLPT_2,E2f>S=Qsi$
主人,しゅじん,남편,JLPT JLPT_2 Intermediate_Japanese_Ln.9 Intermediate_Japanese,y0Vh0}pH&D
出勤,しゅっきん,출근,JLPT JLPT_2,j_B5AK}^J!
述語,じゅつご,술어,JLPT JLPT_2,"rBV;MM,_Ui"
出張,しゅっちょう,출장,JLPT Intermediate_Japanese Genki_Ln.19 JLPT_2 Intermediate_Japanese_Ln.10 Genki,QbLl4<fBGE
寿命,じゅみょう,"명줄, 생명",JLPT JLPT_2,ip@RR(6Q)w
主役,しゅやく,"주역, 주인공",JLPT JLPT_2,AAvA2F|qmF
受話器,じゅわき,"수화기, 송수화기",JLPT JLPT_2,jRLR$b=wEf
循環,じゅんかん,순환,JLPT JLPT_2,z/Jjqic)yW
巡査,じゅんさ,경찰관,JLPT JLPT_2,mWfGm:/O]=
順々,じゅんじゅん,차례차례,JLPT JLPT_2,lO7^4=~T>J
順序,じゅんじょ,순서,JLPT JLPT_2,q=^2QGGaA
純情,じゅんじょう,순정,JLPT JLPT_2,C6E@oxfT>)
純粋,じゅんすい,순진,JLPT JLPT_2,x2gLnGo0Hy
初～,しょ～,"첫~, 처음의 ~",JLPT JLPT_2,Ni+{r7rs24
諸～,しょ～,제,JLPT JLPT_2,Q5kl8(<^]h
女～,じょ～,여-,JLPT JLPT_2,LhI(13lT>E
省～,しょう～,성(정부부서),JLPT JLPT_2,im>V5<%2Jx
消化,しょうか,소화,JLPT JLPT_2,C#pz<pJ<eo
小学生,しょうがくせい,"초등생, 국민학생",JLPT JLPT_2,GKx{~(QY^<
しょうがない,しょうがない,어쩔 수 없다,JLPT JLPT_2,H;w)!q6QIW
将棋,しょうぎ,장기,JLPT JLPT_2,o>-[BTOgMu
蒸気,じょうき,증기,JLPT JLPT_2,yr+:#u3w]#
定規,じょうぎ,자,JLPT JLPT_2,y8|>I<):Fb
上級,じょうきゅう,상급,JLPT JLPT_2,E]<)eitS5v
商業,しょうぎょう,상업,JLPT JLPT_2 Intermediate_Japanese_Ln.10 Intermediate_Japanese,tBxA`{EGUT
消極的,しょうきょくてき,소극적,JLPT JLPT_2,D7|$-Q)w)~
賞金,しょうきん,상금,JLPT JLPT_2,h7834at`:k
上下,じょうげ,위아래,JLPT JLPT_2,o_^4=W.VM#
障子,しょうじ,쇼지(종이 미닫이문),JLPT JLPT_2,M[TE$UVbid
商社,しょうしゃ,무역 회사,JLPT JLPT_2,J/lSCUTs~[
乗車,じょうしゃ,승차,JLPT JLPT_2,Nw+J{<dSau
上旬,じょうじゅん,초순,JLPT JLPT_2,h))LgN=I.e
小数,しょうすう,소수,JLPT JLPT_2,z:q}dc<I:s
生ずる,しょうずる,생기다,JLPT JLPT_2,"vg9e=r3Tl,"
商店,しょうてん,업소,JLPT JLPT_2,glT|Kxp]>$
焦点,しょうてん,초점,JLPT JLPT_2,wHjNiqCz}x
消毒,しょうどく,소독,JLPT JLPT_2,xo2iz}Ug@`
勝敗,しょうはい,승패,JLPT JLPT_2,BU<_6fBUh}
蒸発,じょうはつ,증발,JLPT JLPT_2,lr6Aj]|}(-
賞品,しょうひん,상품,JLPT JLPT_2,M}I~*8Gv<&
上品,じょうひん,"세련된, 우아한, 예의 바른",JLPT JLPT_2,M|bWva`I=w
勝負,しょうぶ,승부,JLPT JLPT_2,gj|IO4h=q;
小便,しょうべん,소변,JLPT JLPT_2,"bK|,0ua1Dl"
消防署,しょうぼうしょ,소방서,JLPT JLPT_2,FRL.hg2R`~
正味,しょうみ,"순수량, 실질",JLPT JLPT_2,E)H$Zvk^B:
正面,しょうめん,정면,JLPT JLPT_2,gfh>dfSUZU
消耗,しょうもう,소모,JLPT JLPT_2,k}G5Ve])50
省略,しょうりゃく,생략,JLPT JLPT_2,jp1y&-#kyn
初級,しょきゅう,초급,JLPT JLPT_2,s5Nz5KFo?B
助教授,じょきょうじゅ,조교수,JLPT JLPT_2,C@A-m!z]Kq
食塩,しょくえん,식염,JLPT JLPT_2,Hp0g>KLWj/
職人,しょくにん,장인,JLPT JLPT_2,"tJH,8Q27Qt"
職場,しょくば,직장,JLPT JLPT_2,P&{;#KVmG&
初旬,しょじゅん,초순,JLPT JLPT_2,jZertmVDFe
書籍,しょせき,서적,JLPT JLPT_2,Bf)uYlO=AT
食器,しょっき,식기,JLPT JLPT_2,iPV[H=Yj`[
ショップ,ショップ,가게,JLPT JLPT_2,A=dH=_y-%Q
書店,しょてん,서점,JLPT JLPT_2,s4qIEN6Bk}
書道,しょどう,서예,JLPT JLPT_2,f:%5][vkAc
初歩,しょほ,"요소, 기초",JLPT JLPT_2,wZ7G?ntb5}
白髪,しらが,흰머리,JLPT JLPT_2,uxCiljm@9n
シリーズ,シリーズ,시리즈,JLPT JLPT_2,DA5W7`%j#(
知り合い,しりあい,지인,JLPT JLPT_2,eY^k(4N>1-
私立,しりつ,사립,JLPT_2 JLPT Intermediate_Japanese_Ln.7 Intermediate_Japanese,brR|}=<!Bd
資料,しりょう,자료,JLPT JLPT_2,C&tPzTV2wQ
汁,しる,"탕, 즙",JLPT JLPT_2,y647aHlaUn
素人,しろうと,아마추어,JLPT JLPT_2 Intermediate_Japanese_Ln.12 Intermediate_Japanese,dWPWBG[+:j
しわ (かおの～),しわ (かおの～),"주름, 접힌 자국",JLPT JLPT_2,Jk5.8cDx8n
芯,しん,심지,JLPT JLPT_2,B=cR}zPm:}
新幹線,しんかんせん,신간선. 신칸센,JLPT Intermediate_Japanese JLPT_2 Genki_Ln.9 Intermediate_Japanese_Ln.10 Genki,pM-.4/Ue$w
真空,しんくう,진공,JLPT JLPT_2,tIYBRvP|M5
人事,じんじ,인사,JLPT JLPT_2,J+x/%Fy483
心身,しんしん,심신,JLPT JLPT_2,H#/ONp0lez
信ずる,しんずる,믿다,JLPT JLPT_2,BQ&<yiF@u2
申請,しんせい,신청,JLPT JLPT_2,M*(J<<s/@8
人造,じんぞう,인조,JLPT JLPT_2,v2{nYsGU&z
寝台,しんだい,침대,JLPT JLPT_2,qO9j3@Hghp
診断,しんだん,진단,JLPT JLPT_2,g+wZt;=B>k
侵入,しんにゅう,침입,JLPT JLPT_2,H1b.p!HN7#
人文科学,じんぶんかがく,인문 과학,JLPT JLPT_2,g+ud_9CPby
人命,じんめい,(인간) 생명,JLPT JLPT_2,Q6U(4ZXO=G
深夜,しんや,심야,JLPT JLPT_2,"u,9r~:<(rE"
森林,しんりん,삼림,JLPT JLPT_2,BVfTI:K.BL
親類,しんるい,친척,JLPT Intermediate_Japanese JLPT_2 Intermediate_Japanese_Ln.8 Intermediate_Japanese_Ln.9,lfd[d~BlbI
針路,しんろ,"진로, 항로",JLPT JLPT_2,xt6+*3Xb17
神話,しんわ,신화,JLPT JLPT_2,gbqw2%E-oa
酢,す,식초,JLPT JLPT_2,S|>MWw8{x
水産,すいさん,수산,JLPT JLPT_2,c#54iPiGrb
炊事,すいじ,취사,JLPT JLPT_2,"xKch,yK?.P"
水蒸気,すいじょうき,수증기,JLPT JLPT_2,k8jAO*|}~5
水素,すいそ,수소,JLPT JLPT_2,i73L7}gO>6
垂直,すいちょく,수직,JLPT JLPT_2,G8}j61|h6T
推定,すいてい,추정,JLPT JLPT_2,jp6vOFS{a6
水滴,すいてき,물방울,JLPT JLPT_2,y}Hrc9&%7j
水筒,すいとう,"물통, 플라스크, 물병",JLPT JLPT_2,mJ90J(~1k%
随筆,ずいひつ,에세이,JLPT JLPT_2,h4p6ekF;42
水分,すいぶん,수분,JLPT JLPT_2,qq@<XjC)__
水平,すいへい,수평,JLPT JLPT_2,Kn`n)IG{Ta
水平線,すいへいせん,수평선,JLPT JLPT_2,Ej.liCGYdk
水面,すいめん,수면,JLPT JLPT_2,iZ{|=]VK5.
水曜,すいよう,수,JLPT JLPT_2,qI=LNhp+4=
図々しい,ずうずうしい,"뻔뻔스러운, 파렴치한",JLPT JLPT_2,"w{41{qX1P,"
ずうっと,ずうっと,죽,JLPT JLPT_2,xL3QlTnk>6
末っ子,すえっこ,막내,JLPT JLPT_2,q2H?txJ(gz
スカーフ,スカーフ,스카프,JLPT JLPT_2,QEu2m9Dj{V
図鑑,ずかん,도감,JLPT JLPT_2,"i,){||O+QG"
隙,すき,"틈, 틈새",JLPT JLPT_2,FIQY`SsGB6
杉,すぎ,삼나무,JLPT JLPT_2,j[):R@cYZf
好き嫌い,すききらい,먹성,JLPT JLPT_2,E7nO8cj@J.
好き好き,すきずき,각자의 취향,JLPT JLPT_2,LjV{PzjM5W
透き通る,すきとおる,"투명해지다, 맑게 비치다",JLPT JLPT_2,mdCfr_&Mjk
隙間,すきま,"간극, 빈틈",JLPT JLPT_2,"hLO,M-m.c?"
スクール,スクール,학교,JLPT JLPT_2,cGFe.>Ak]k
少なくとも,すくなくとも,적어도,JLPT JLPT_2,I6Xp`pMQBV
図形,ずけい,도형,JLPT JLPT_2,q~#`u[+ICl
鈴,すず,방울,JLPT JLPT_2,sPf>sM2#u
涼む,すずむ,더위를 식히다,JLPT JLPT_2,z:IPAXSnoW
スタート,スタート,시작,JLPT JLPT_2,lWJWm$Sh_7
スチュワーデス,スチュワーデス,스튜어디스,JLPT JLPT_2,z4fbmz3-}|
すっきり,すっきり,깨끗이,JLPT JLPT_2,u=7m1&|4_G
ステージ,ステージ,무대,JLPT JLPT_2,dC1~iTR.Y
ストッキング,ストッキング,스타킹,JLPT JLPT_2,B5:XuLvrca
ストップ,ストップ,"정지, 멈춤",JLPT JLPT_2,nVeh3~p35:
素直,すなお,"정직한, 믿음직한, 성실한, 똑바른, 솔직한",JLPT JLPT_2,t*v$gPIE?7
頭脳,ずのう,두뇌,JLPT JLPT_2,u_@7V}[&9>
スピーカー,スピーカー,스피커,JLPT JLPT_2,ts:JB-[YU5
図表,ずひょう,도표,JLPT JLPT_2,i|<`t3f+@>
スマート,スマート,"세련된, 날씬한",JLPT JLPT_2,"L^]Yw(t($,"
住まい,すまい,살림집,JLPT JLPT_2,D9Irez.shi
すまない,すまない,미안해 (구),JLPT JLPT_2,jcLXE?s?-j
相撲,すもう,스모,JLPT_2 JLPT Intermediate_Japanese_Ln.7 Intermediate_Japanese,td=~dzQi/B
スライド,スライド,슬라이드,JLPT JLPT_2,Cslvy][TeB
ずらす,ずらす,물리다,JLPT JLPT_2,gJl7<m:4pb
ずらり,ずらり,"일렬로, 나란히",JLPT JLPT_2,AgA!P|w]$E
スリッパ,スリッパ,슬리퍼,JLPT JLPT_2,JKtWp2C{b`
する,する,-하다,JLPT JLPT_2,b`9v+PM9Iw
狡い,ずるい,앙큼하다,JLPT JLPT_2,Sm-F;a3H
寸法,すんぽう,치수,JLPT JLPT_2,A^SC?nUAcd
姓,せい,성,JLPT JLPT_2,"sO,Mg|Q.hG"
税関,ぜいかん,세관,JLPT JLPT_2,Hdo?H|g?N-
製作,せいさく,제작,JLPT JLPT_2,"Hd33,!(oye"
制作,せいさく,제작,JLPT JLPT_2,pSg&--.6FI
性質,せいしつ,성질,JLPT JLPT_2,E(70}4c-m*
清書,せいしょ,"정서, 깨끗이 베껴 씀",JLPT JLPT_2,GSG&]QQ!7S
青少年,せいしょうねん,청소년,JLPT JLPT_2,oKbcQZhJf7
整数,せいすう,정수,JLPT JLPT_2,BFz!&|OKKj
清掃,せいそう,청소,JLPT JLPT_2,eetChqGb=_
生存,せいぞん,생존,JLPT JLPT_2,tV]CHeber1
生長,せいちょう,생장,JLPT JLPT_2,s0(03oa~>J
政党,せいとう,정당,JLPT JLPT_2,P>9hhdscC!
生年月日,せいねんがっぴ,생년월일,JLPT JLPT_2,l/2yLDI$!q
性能,せいのう,성능,JLPT JLPT_2,zR:(P@rWk;
整備,せいび,정비,JLPT JLPT_2,dN1Ziz6*}J
成分,せいぶん,성분,JLPT JLPT_2,w)S(-qI7pB
性別,せいべつ,성별,JLPT JLPT_2,gR@>7DZ?XN
正方形,せいほうけい,정사각형,JLPT JLPT_2,y)<J<%Cv$W
正門,せいもん,정문,JLPT JLPT_2,u>U|#l*q{k
成立,せいりつ,성립,JLPT JLPT_2,z!=6/+)ChY
西暦,せいれき,서기,JLPT JLPT_2,x`#%RAey^1
背負う,せおう,지다,Intermediate_Japanese_Ln.14 JLPT_2 JLPT Intermediate_Japanese,o17[rZC/J[
赤道,せきどう,적도,JLPT JLPT_2,r2/#Bsz}<
折角,せっかく,일껏,JLPT JLPT_2,"dK?:fG/l-,"
接近,せっきん,접근,JLPT JLPT_2,K^7JJPIGCs
接する,せっする,접하다,JLPT_2 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,P=&0U%h+V.
せっせと,せっせと,꾸준히,JLPT JLPT_2,r%5r#-`-m]
接続,せつぞく,접속,JLPT JLPT_2,z>djSMK(A7
瀬戸物,せともの,사기,JLPT JLPT_2,PMP|wB-k4/
ぜひとも,ぜひとも,부디,JLPT JLPT_2,A3Jbimizm0
迫る,せまる,가까워지다,JLPT JLPT_2,dn?%4*`.$=
ゼミ,ゼミ,세미나,Intermediate_Japanese_Ln.5 JLPT JLPT_2 Intermediate_Japanese,lX$<5j-;VY
せめて,せめて,하다못해,JLPT JLPT_2,"qY`,)^Uzza"
攻める,せめる,공격하다,JLPT JLPT_2,j:1<3/Aj|u
セメント,セメント,시멘트,JLPT JLPT_2,gZo}Y#TRA.
台詞,せりふ,대사,JLPT JLPT_2,p!R4:?$J5a
栓,せん,병마개,JLPT JLPT_2,GIQJL!C!u[
前～,ぜん～,전,JLPT JLPT_2,uziw.|&}u]
前後,ぜんご,"앞뒤, 전후",JLPT JLPT_2,P60vZ%@rQX
洗剤,せんざい,세척제,JLPT JLPT_2,xPk5/(8H&C
全集,ぜんしゅう,전집,JLPT JLPT_2,B?uUGxee6}
全身,ぜんしん,전신,JLPT JLPT_2,edKjYQQik|
扇子,せんす,부채,JLPT JLPT_2 Genki_Ln.20 Genki,EF=fq2c-JO
専制,せんせい,전제,JLPT JLPT_2,OL%g_RLZ1k
先々月,せんせんげつ,지지난달,JLPT JLPT_2,"zJ$.J8%d%,"
先々週,せんせんしゅう,지지난주,JLPT JLPT_2,mB4QnlMrv3
先祖,せんぞ,조상,JLPT JLPT_2,F0U>k-OIq$
先端,せんたん,"첨단, 끝",JLPT JLPT_2,Q`_+]v?+=0
センチ,センチ,센티,JLPT JLPT_2,inl%VC*Led
宣伝,せんでん,선전,JLPT JLPT_2,G}7n;$pW3b
先頭,せんとう,"앞머리, 앞장",JLPT JLPT_2,h9$H7YGNw$
全般,ぜんぱん,전반,JLPT JLPT_2,KNd2446a(;
扇風機,せんぷうき,선풍기,JLPT JLPT_2,bRk!KDE*$7
洗面,せんめん,세수,JLPT JLPT_2,C?dX|!4c7/
全力,ぜんりょく,"총력, 전력",JLPT JLPT_2,j*AhcD}311
線路,せんろ,선로,JLPT JLPT_2,mq#-qSUuS*
総～,そう～,"총~, 전체의 ~",JLPT JLPT_2,cSEd3l5jK<
相違,そうい,차이,JLPT JLPT_2 Intermediate_Japanese Intermediate_Japanese_Ln.11,zqQS?TR@WS
そういえば,そういえば,그러고보니,JLPT JLPT_2,eo>F02B%a]
雑巾,ぞうきん,걸레,JLPT JLPT_2,r*{8DR<J4`
増減,ぞうげん,증감,JLPT JLPT_2,l(r&I9gZ<B
倉庫,そうこ,창고,JLPT JLPT_2,w}}hNBPyr)
相互,そうご,상호,JLPT JLPT_2,nR3lCT=~I%
創作,そうさく,조작,JLPT JLPT_2,PNw/q-z>l3
葬式,そうしき,장례,JLPT JLPT_2,Gbn]K/&TX&
造船,ぞうせん,조선,JLPT JLPT_2,LyK0zsx!O1
騒々しい,そうぞうしい,시끌벅적하다,JLPT JLPT_2,cTG!~COW$P
増大,ぞうだい,증대,JLPT JLPT_2,K:CEKV:9VX
そうっと,そうっと,"살며시, 조심스럽게",JLPT JLPT_2,vd>M3|]yht
送別,そうべつ,송별,JLPT JLPT_2,"y,Tk;$&@x}"
草履,ぞうり,짚신,JLPT JLPT_2,xD#*1}`sY?
総理大臣,そうりだいじん,총리,JLPT JLPT_2,wr`qCug{r4
送料,そうりょう,"배송료, 우편 요금",JLPT JLPT_2,D?;^6Pv:]&
属する,ぞくする,속하다,JLPT JLPT_2,i1]:]E>_bU
続々,ぞくぞく,"속속, 잇따라",JLPT JLPT_2,hivME8/#WP
速達,そくたつ,속달,JLPT JLPT_2,v{{[}K0EMQ
測定,そくてい,측정,JLPT JLPT_2,Qp_^G4NnHY
測量,そくりょう,측량,JLPT JLPT_2,N?XK_R(gNy
速力,そくりょく,속력,JLPT JLPT_2,yC0f;tqC:X
素質,そしつ,"끼, 소질",JLPT JLPT_2,i~_:B9s_i]
祖先,そせん,조상,JLPT JLPT_2 Intermediate_Japanese_Ln.8 Intermediate_Japanese,uEOVA+$QA-
そそっかしい,そそっかしい,"달랑달랑하다, 덜렁거리다",JLPT JLPT_2,lH2m/7jTDk
卒直,そっちょく,솔직함,JLPT JLPT_2,gGu?|m4th^
率直,そっちょく,솔직한,JLPT JLPT_2,zP0+k&2Oo$
そのころ,そのころ,그 무렵,JLPT JLPT_2,h3oBLD<m4a
そのため,そのため,"그래서, 그 때문에",JLPT JLPT_2,m^MU-Y@MNe
その他,そのほか,기타,JLPT JLPT_2,IwQj+]fL.2
そば,そば,메밀국수,JLPT JLPT_2,ww?mb~cU}r
剃る,そる,면도하다,JLPT JLPT_2,nRAd^[5pD1
それなのに,それなのに,그런데도,JLPT JLPT_2,k+B-<2c#Pu
それなら,それなら,그럼,JLPT JLPT_2,tEgCn;#W+`
それはいけませんね (かん),それはいけませんね (かん),좋지 않다,JLPT JLPT_2,t8:jf{Ldnz
逸れる,それる,"빗나가다, 빠지다",JLPT JLPT_2,P^@I_Rocse
揃える,そろえる,모으다,JLPT JLPT_2,"eIvmG2@,}C"
算盤,そろばん,주판,JLPT JLPT_2,jX~`V;cedM
存じる,ぞんじる,"알다, 생각하다(겸양어)",JLPT JLPT_2,Aym5:5*IUD
存ずる,ぞんずる,"알다, 생각하다(겸양어)",JLPT JLPT_2,MsmBGs6}hD
損得,そんとく,손익,JLPT JLPT_2,x~apBZA1n:
第～,だい～,제-,JLPT JLPT_2,kbFu6B=v;g
タイア,タイア,타이어,JLPT JLPT_2,42m3.zlHb
だいいち (とりわけ),だいいち (とりわけ),"첫째, 특히",JLPT JLPT_2,sS|Rl>y(P~
大学院,だいがくいん,대학원,Genki_Ln.16 JLPT Intermediate_Japanese JLPT_2 Intermediate_Japanese_Ln.1 Genki,k|Ws#.@Z(?
